文本,识别结果,消极概率,积极概率,支持,反对,IP地址,评论者性别
3,积极,0.25,0.75,0,0,新疆,Gender.FEMALE
33,积极,0.29,0.71,0,0,浙江,Gender.MALE
说白了就是不喜欢你，要么你家庭条件不好，要么你长得不行就这么简单,中性,0.48,0.52,0,0,陕西,Gender.MALE
好样的，楼主，祝福你以后会更好。,积极,0.21,0.79,0,0,新疆,Gender.MALE
因为你是纯🤡，人家姑娘果断明确的拒绝了你，说了不跟你谈，你还死缠烂打，装着多深情一样舍不得删别人让别人删你，你就跟那马路上破防的小孩，大吵大闹，没有一点男人该有的果断决策，你要是一句话不吭直接删除，人家妹妹大概率还会觉得你性格果断利落，会回来找你，追女生不是舔，是去吸引，你多健身，多看书，少说点批话，学着如何说话幽默去吸引女生，这才能追上心仪的女生，而不是被拒绝了以后搁这话密破防互删,消极,0.93,0.07,2,0,新疆,Gender.MALE
🤡,积极,0.21,0.79,0,0,浙江,Gender.MALE
你能放下我吃,积极,0.25,0.75,0,0,河南,Gender.MALE
3,积极,0.25,0.75,0,0,江苏,Gender.MALE
3,积极,0.25,0.75,0,0,山东,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,山东,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,山东,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,山东,Gender.UNKNOWN
纯,积极,0.23,0.77,0,0,山西,Gender.MALE
你这种就是纯沙比，硬气一回“你把我删了吧，不想在梦到你”，好像尼玛你没有手一样，快回扑克牌里吧，你不在小老二都当老大了,消极,0.71,0.29,0,0,浙江,Gender.MALE
拿好你的身份证和复印件,积极,0.29,0.71,0,0,浙江,Gender.MALE
3,积极,0.25,0.75,0,0,江西,Gender.MALE
删个人磨磨唧唧的，还想别人挽留你，装什么装,消极,0.85,0.15,0,0,广东,Gender.UNKNOWN
快马加编,积极,0.22,0.78,0,0,广东,Gender.UNKNOWN
说真的，你这些话，让对面删你，让我看着更,中性,0.39,0.61,0,0,英国,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,四川,Gender.MALE
一眼消愁，打的字也是逆天《谈不谈》《说话》《说！！！》,消极,0.85,0.15,0,0,广东,Gender.MALE
楼主真的是小丑竞选，只能你当大王扑克牌大王不印你样子我不玩第一张图说得好像有多决绝似的，尼玛后面人女生说了不谈，你还真硬气说做不做我女朋友的，说句话，霸道总裁爱了，像个看小说的小学生,消极,0.82,0.18,0,0,广西,Gender.MALE
不🥴想🥴再🥴梦🥴到🥴你🥴了🥴,积极,0.32,0.68,2,0,黑龙江,Gender.MALE
废物东西1,中性,0.54,0.46,0,0,湖南,Gender.FEMALE
p话真多,中性,0.38,0.62,0,0,四川,Gender.UNKNOWN
别讲故事，赶紧分。,中性,0.4,0.6,0,0,广西,Gender.MALE
软成这b扬了🤡,中性,0.38,0.62,0,0,江苏,Gender.MALE
更小丑了,积极,0.21,0.79,0,0,江苏,Gender.MALE
删就完事了，果断一点,消极,0.9,0.1,0,0,广东,Gender.MALE
你要是硬气，就删了她,中性,0.46,0.54,0,0,四川,Gender.FEMALE
3,积极,0.25,0.75,0,0,福建,Gender.MALE
逃避,积极,0.26,0.74,0,0,广东,Gender.MALE
舔狗,消极,0.97,0.03,0,0,陕西,Gender.UNKNOWN
你是真的老缠，我要是女的我看到你这种我都害怕,中性,0.45,0.55,0,0,浙江,Gender.FEMALE
你说的下狠心是假的，别连自己都骗。丢给她一句，“再见！”删个干净，重新面对自己，开始新的生活，如果有缘她会回来找你，但是只要是你主动，必定舔狗！,消极,0.79,0.21,0,0,山西,Gender.MALE
fw,积极,0.32,0.68,0,0,北京,Gender.FEMALE
祝大家都能找到 慢热，有纹身，爱旅行，爱探店，爱美食，有弟弟，爹妈在农村没社保，待业在家准备考公的小仙女,积极,0.2,0.8,0,0,北京,Gender.MALE
3,积极,0.25,0.75,0,0,浙江,Gender.MALE
有人看乐子，有人照镜子🤡,积极,0.27,0.73,0,0,河南,Gender.MALE
我不信,中性,0.44,0.56,0,0,浙江,Gender.MALE
还是，你自己删不了？,消极,0.68,0.32,0,0,广东,Gender.MALE
给你丑完了,积极,0.21,0.79,0,0,陕西,Gender.MALE
真是小丑啊，真是卑微啊。直接删了啊，说这么多废话干嘛？？,消极,0.93,0.07,1,0,江西,Gender.MALE
弱子楼主,中性,0.62,0.38,1,0,上海,Gender.MALE
小丑🤡,积极,0.22,0.78,0,0,广东,Gender.MALE
不知所谓的小丑,中性,0.55,0.45,0,0,北京,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,山西,Gender.MALE
一只呲牙咧嘴的🐢,中性,0.42,0.58,0,0,北京,Gender.MALE
该放下就放下 她对你没感觉 你再使劲也没用 除非你特别有钱,积极,0.27,0.73,0,0,辽宁,Gender.MALE
3,积极,0.25,0.75,0,0,广东,Gender.MALE
3,积极,0.25,0.75,0,0,重庆,Gender.UNKNOWN
我希望全天下都可以找到幸福，唯独你不许，看你这种🐢找到幸福我浑身难受,消极,0.94,0.06,2,0,江苏,Gender.MALE
"哥们，看了你的帖子，我曾经也和你一样喜欢小学女孩子10来年，从最开始的一起上下学，一起玩耍，一起打闹，然后初中以后我去了外地，高中为了和她一个学校我去读了技校，但是心里还是默默的喜欢，也曾经经常梦到她，也曾以为世界上非她不可，中间也发生了和你一样的弯弯绕绕的故事。
直到接触社会以后，遇到现在的妻子，才会发现世界上并没有非她不可的事情，喜欢的只是她从小陪伴的时光，执着的是自己十几年的爱念，执着于自己为什么没有成功，当你投入过大，你就会更加的舍不得放弃。有一句话很经典《初恋的甜美》就是初恋本人都不能打败。你现在需要的是多去接触外面的世界，然后遇上对的人，不要再对这段感情继续投入更多的精力了。",消极,0.79,0.21,1,0,重庆,Gender.UNKNOWN
能舔10多年的？时间真长，这个时间长度，在舔✓里面也是精英了吧？封你为精英舔狗,消极,0.99,0.01,2,0,北京,Gender.UNKNOWN
你真的是个👎🏻志,积极,0.37,0.63,0,0,广东,Gender.MALE
飞舞东西，要删就删，少整这些离别戏码，楼主眼中的自己是什么西格玛男人，在我看来只是自我陶醉的肖愁罢了,消极,0.92,0.08,1,0,江苏,Gender.MALE
看的劳资尴尬的想 扣皮,消极,0.73,0.27,0,0,浙江,Gender.MALE
3,积极,0.25,0.75,0,0,陕西,Gender.MALE
dinner,积极,0.3,0.7,0,0,广东,Gender.UNKNOWN
你醒悟的有点迟，我好点，花了8年走到这一步，现在我孩子都能打酱油了，那位还没对象呢，我觉得我以前有点浪费生命,消极,0.87,0.13,0,0,浙江,Gender.MALE
小丑,积极,0.22,0.78,0,0,湖北,Gender.MALE
小丑，删了你也一样梦到她，这种完全没可能的自己却走不出来,消极,0.66,0.34,0,0,云南,Gender.MALE
小🐢男还放不下呢,积极,0.27,0.73,0,0,江苏,Gender.MALE
小丑,积极,0.22,0.78,0,0,吉林,Gender.MALE
就非得最后再来一次是吧,积极,0.37,0.63,0,0,山东,Gender.UNKNOWN
插一句。。女主从小到大反正从初中开始都有人追表达好感之类了吧，，那个男朋友也是他初中同学，，，真的，初中是最重要的，初中的同学我现在都在联系，，关系很好。,消极,0.76,0.24,1,0,湖北,Gender.MALE
初中最纯粹，我也有两个好哥们是初中的,消极,0.64,0.36,0,0,,Gender.UNKNOWN
你算了吧，连删都舍不得,消极,0.9,0.1,0,0,广东,Gender.MALE
大家还想看或是了解什么，我会更的，，还有好多故事吧短时间记不住了,消极,0.82,0.18,0,0,湖北,Gender.MALE
太小丑了，不喜欢就算了女生碰到喜欢的男生主动的你不认识，👖都随便脱。,积极,0.26,0.74,0,0,,Gender.UNKNOWN
你上贴吧博同情来的？人家不喜欢你为什么道德绑架人家,积极,0.3,0.7,0,0,,Gender.UNKNOWN
还是得安慰下，像我这种人真的觉得谈恋爱麻烦,积极,0.3,0.7,0,0,四川,Gender.MALE
你是真小丑,积极,0.2,0.8,0,0,吉林,Gender.UNKNOWN
照镜子了，初中第一个同桌。感觉纯纯自我感动，当年年纪小完全不知道怎么和人处好关系，想了解也没机会。暗恋没暴露前还算正常，虽然很少聊天，之后基本跟躲着我一样，线上聊天也是。用我另一个朋友的话，她一直觉得我俩是平行线。唉，难受，简直是自我感动自我折磨。,消极,0.89,0.11,0,0,湖南,Gender.MALE
还折磨女生，好多年了,中性,0.44,0.56,0,0,湖南,Gender.MALE
小丑王能不能滚啦,积极,0.2,0.8,0,0,广东,Gender.MALE
我和她没有重合的圈子。。。谁小学同学还一直玩。。,中性,0.54,0.46,0,0,湖北,Gender.MALE
我，老家一直玩的好兄弟好多都是小学认识的，放假回家就好几个人出来溜达上网吃饭，从小玩到大,中性,0.44,0.56,0,0,,Gender.UNKNOWN
我也不知道为啥有这样的执念，,中性,0.57,0.43,2,0,湖北,Gender.MALE
gkdgkd,积极,0.21,0.79,0,0,,Gender.UNKNOWN
十几年人家应该也谈了不少了 就是不找你 你就是一个小丑表演,中性,0.54,0.46,0,0,,Gender.UNKNOWN
有执念又怎样呢？放心里就好了，十几年了她要是能看上你的话早都在一起了，她现在对你已经没有任何新鲜感了，更不可能在一起了,消极,0.66,0.34,0,0,,Gender.UNKNOWN
情窦初开，然后就变成了执拗，画地为牢了,消极,0.96,0.04,0,0,,Gender.UNKNOWN
"
战火永不停歇，而争斗永世长存！",消极,0.89,0.11,0,0,上海,Gender.FEMALE
纯纯的舔狗,消极,0.86,0.14,0,0,湖南,Gender.MALE
15年？物种多样性,积极,0.37,0.63,0,0,广东,Gender.FEMALE
小丑,积极,0.22,0.78,0,0,浙江,Gender.MALE
本来以为是，没想到是挠谭,中性,0.39,0.61,0,0,广西,Gender.MALE
给你丑完了,积极,0.21,0.79,0,0,四川,Gender.MALE
这是真小丑,积极,0.29,0.71,0,0,福建,Gender.MALE
3,积极,0.25,0.75,0,0,山东,Gender.MALE
天下第一惨,中性,0.43,0.57,0,0,江苏,Gender.MALE
纯纯小丑🤡🤣，你只有一个办法反杀她,消极,0.95,0.05,0,0,江苏,Gender.MALE
舔狗,消极,0.97,0.03,0,0,江苏,Gender.MALE
装什么纯爱受害者呢 纯纯小丑自以为自己很有价值 实际上是根🪶,积极,0.23,0.77,0,0,四川,Gender.MALE
🤣👉🤡,积极,0.21,0.79,0,0,江苏,Gender.MALE
越是急着删越是说明难以面对无地自容,消极,0.94,0.06,0,0,山东,Gender.MALE
赌楼主还会加回来的,积极,0.29,0.71,0,0,海南,Gender.MALE
🤡,积极,0.21,0.79,0,0,江苏,Gender.UNKNOWN
🐢男一个，删好友还让对方来,中性,0.38,0.62,0,0,河南,Gender.UNKNOWN
那就找一个爱你的，这段情就放在心底吧,积极,0.31,0.69,0,0,广东,Gender.MALE
你有点小丑,积极,0.18,0.82,0,0,江苏,Gender.MALE
15年？ 上她者不知多少人了,消极,0.71,0.29,0,0,,Gender.MALE
简简单单动一下手指直接删掉就行了，逼逼一大堆话还是的幻想，还不是妄想感动自己以退为进的废物。,消极,0.96,0.04,0,0,,Gender.MALE
3,积极,0.25,0.75,0,0,,Gender.MALE
快进到在吗？我在我一直在🤡,中性,0.4,0.6,0,0,,Gender.UNKNOWN
老东西,积极,0.36,0.64,0,0,,Gender.MALE
他应该还不讨厌你，不然早把你删了，或者不会回复你了，我觉得你应该多多培养自己的兴趣爱好，变得更优秀，展现自己，可以通过朋友圈等方式，这样才可能让他喜欢上你，你一直舔只会让自己的形象越来越差,中性,0.4,0.6,0,0,,Gender.MALE
鬼鬼，🐢啊,中性,0.45,0.55,0,0,,Gender.MALE
你为什么不主动删？飞舞,中性,0.5,0.5,0,0,,Gender.MALE
就你这种她在床上都懒得喊你名字,积极,0.27,0.73,1,0,,Gender.MALE
和你差不多 追了个女生三年 也是彻底放下了 喜欢一个人的时候确实会感到有点自卑 感觉缺爱一样 明明哥们住别墅的 开保时捷 整的还天天小心翼翼 受不了了 摊牌了 不联系了 现在天天还是挺开心的 抖音随便聊了个妹妹 五月份来找我捏,中性,0.55,0.45,0,0,,Gender.MALE
3,积极,0.25,0.75,0,0,,Gender.MALE
3,积极,0.25,0.75,0,0,,Gender.MALE
3,积极,0.25,0.75,0,0,,Gender.MALE
3,积极,0.25,0.75,0,0,,Gender.MALE
3,积极,0.25,0.75,0,0,,Gender.MALE
对着再打最后一次,中性,0.53,0.47,0,0,,Gender.MALE
3,积极,0.25,0.75,0,0,,Gender.MALE
你网上聊个够吧啊，直接去找她,中性,0.43,0.57,0,0,,Gender.MALE
弄那么麻烦干嘛，直接给票子约几k不行就几w，玩完你就没滤镜了,消极,0.77,0.23,0,0,,Gender.UNKNOWN
别想那么多。头像，快活一天是一天,积极,0.35,0.65,0,0,,Gender.MALE
fw,积极,0.32,0.68,0,0,,Gender.MALE
女人喜欢你都是两眼放光，主动得很,积极,0.21,0.79,0,0,,Gender.FEMALE
3,积极,0.25,0.75,0,0,,Gender.MALE
🤡,积极,0.21,0.79,0,0,,Gender.MALE
喜欢写作文，纯,积极,0.23,0.77,0,0,,Gender.MALE
我不删你？后面还要继续舔,消极,0.97,0.03,0,0,,Gender.UNKNOWN
别处说早啊，你处说晚安,积极,0.28,0.72,0,0,,Gender.FEMALE
楼主别急，我刚看到有个更傻的,消极,0.77,0.23,0,0,,Gender.MALE
楼主别急，我刚看到有个更傻的,消极,0.77,0.23,0,0,,Gender.MALE
🤮,积极,0.21,0.79,0,0,浙江,Gender.MALE
这种就是明显实力不行，不是什么对方把爱情看淡这种狗屁不通的原因,消极,0.8,0.2,0,0,上海,Gender.MALE
你和他说不和你谈可以 那能不能和你做 py 关系也行,积极,0.31,0.69,0,0,广东,Gender.MALE
你15年坚持每天用她的生日买彩票中头奖拿下她的几率都比你这硬吊15年高,积极,0.3,0.7,0,0,江苏,Gender.FEMALE
只是不喜欢你而已,积极,0.37,0.63,0,0,湖北,Gender.FEMALE
太丑了好厚米，不过能说出就很不容易了，鼓励一下,积极,0.26,0.74,0,0,山东,Gender.MALE
典型的，人家要真喜欢你还能让你等这么久？还让人家快点把你删了，说白了就是自己不敢担删了的后果怕真没关系了，人家不肯删你是不是你心里还有点小确幸？,消极,0.93,0.07,1,0,福建,Gender.UNKNOWN
先别删，推给我，成了之后我会让你帮忙推屁股的,消极,0.79,0.21,0,0,江苏,Gender.MALE
嘿嘿我也不知道,中性,0.42,0.58,0,0,湖北,Gender.MALE
太小丑了，就算成了也是互相折磨,积极,0.22,0.78,0,0,广东,Gender.MALE
都给你丑完了,积极,0.24,0.76,0,0,贵州,Gender.UNKNOWN
人家明确拒绝你了，只是怕伤到你，所以说是自己的问题，你再纠缠也没用的。强扭的瓜不甜，放过她也放过自己，换目标吧，排骨虽好吃，但龙虾真的就不香吗,消极,0.88,0.12,0,0,湖北,Gender.MALE
3,积极,0.25,0.75,0,0,浙江,Gender.MALE
3,积极,0.25,0.75,0,0,浙江,Gender.MALE
3,积极,0.25,0.75,0,0,陕西,Gender.MALE
3,积极,0.25,0.75,0,0,浙江,Gender.MALE
3,积极,0.25,0.75,0,0,浙江,Gender.MALE
3,积极,0.25,0.75,0,0,浙江,Gender.MALE
舔到最后一无所有,消极,0.87,0.13,0,0,山东,Gender.MALE
让人一见钟情是挺难，但是十五年都没能让她动心，多半楼主每天都在表演马戏吧,消极,0.8,0.2,0,0,新疆,Gender.MALE
那故事仓促结束不到气绝便已安葬，教心里有道不解的咒无法释放,消极,0.9,0.1,0,0,四川,Gender.UNKNOWN
感觉她都不是很想理你🤡,积极,0.26,0.74,0,0,广东,Gender.FEMALE
你的头像告诉我你只是想曹丕了,中性,0.59,0.41,0,0,广东,Gender.MALE
3,积极,0.25,0.75,0,0,江苏,Gender.UNKNOWN
你是长得有多愁啊,消极,0.72,0.28,0,0,四川,Gender.MALE
+3,积极,0.23,0.77,0,0,广东,Gender.UNKNOWN
你就fatabook？,积极,0.26,0.74,0,0,广西,Gender.FEMALE
3,积极,0.25,0.75,0,0,湖北,Gender.MALE
兄弟，我说个笑话。我小学同学谈的好好的，然后发现她男朋友和别的女生勾搭上了，现在大学期间她直接来找我，说小学时我们互相喜欢过要和我谈但我没谈过，当时问她是不是找我来气她男友的，她说不是我还真信了，写个小作文跟她表白然后被发好人卡，之后我就醒悟了，感觉我是他们play的一环之后就没理她了。最近她又来找我，起因是她前男友找她借1000块但她还真给了，然后她叫她前男友帮她写毕业论文，还真帮了，我问她是不是想和前男友复合，她说绝对不可能了就一直说什么和我结婚后怎么怎么样，她说的三观确实在当今女生中算好的了，不要彩礼都可以，但要个房子贷款都必须上，这个我可以接受。你们说她真心的概率大吗？,中性,0.57,0.43,0,0,安徽,Gender.UNKNOWN
3,积极,0.25,0.75,1,0,湖北,Gender.MALE
3,积极,0.25,0.75,0,0,湖北,Gender.MALE
3,积极,0.25,0.75,0,0,湖北,Gender.MALE
3,积极,0.25,0.75,0,0,湖北,Gender.MALE
3,积极,0.25,0.75,0,0,湖北,Gender.MALE
认识的一个姑娘，有一个两家关系很好的发小，特别喜欢她，但是不喜欢那个小伙，追了十来年，最后是大学空窗期当了一阵名义上的男友，啥都没做，这么多年成不了就说明姑娘get不到你的颜值、气质，不合适，别硬求。,消极,0.68,0.32,1,0,北京,Gender.MALE
3,积极,0.25,0.75,0,0,山东,Gender.FEMALE
3,积极,0.25,0.75,0,0,江西,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,江西,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,江西,Gender.UNKNOWN
《硬气》,积极,0.25,0.75,0,0,河南,Gender.MALE
3,积极,0.25,0.75,0,0,山西,Gender.MALE
3,积极,0.25,0.75,0,0,山西,Gender.MALE
3,积极,0.25,0.75,0,0,山西,Gender.MALE
3,积极,0.25,0.75,0,0,山西,Gender.MALE
3,积极,0.25,0.75,0,0,山西,Gender.MALE
第一张图就把我逗乐了还你删我吧，搞的跟深情告别一样,消极,0.89,0.11,0,0,湖北,Gender.MALE
废物,中性,0.49,0.51,0,0,浙江,Gender.FEMALE
你就是个舔狗,消极,0.81,0.19,0,0,浙江,Gender.FEMALE
打个交,消极,0.66,0.34,0,0,陕西,Gender.UNKNOWN
为啥我一直问吧，你们看，我感觉她很动摇还是我感觉错了。。我也想的挺远的，但觉得起码得在同一个城市。。。,消极,0.81,0.19,0,0,湖北,Gender.MALE
谈恋爱应该是个互相快乐的过程，你不觉得自己很卑微很痛苦吗,积极,0.35,0.65,0,0,,Gender.UNKNOWN
你小子还想先存档呢等结局不好就回到这个存档是吧,消极,0.81,0.19,0,0,,Gender.UNKNOWN
Save！！！Load！！！,积极,0.34,0.66,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,江西,Gender.MALE
这是之前了记录，关于相亲啥了,积极,0.32,0.68,0,0,湖北,Gender.MALE
lz是放下了，还是只是一时在气头上才让对方删了你呢？其实会不会再梦到人家不是问题，比起不再提起这个人，我感觉提起她的时候就像谈论一件平凡的小事才算放下了,消极,0.73,0.27,0,0,,Gender.UNKNOWN
人家都把话说的这么明白了还搁着喜欢了15年呢，joker是制胜的王牌，而你我的朋友，你是真正的clown,中性,0.55,0.45,0,0,山东,Gender.MALE
🤡,积极,0.21,0.79,0,0,陕西,Gender.MALE
"你要是真放下了就不会删。而是很自然的慢慢疏远。
而且必须要谈恋爱吗。非得要搞那种形式上黏黏腻腻的虚伪关系吗。",消极,0.73,0.27,0,0,云南,Gender.MALE
能不能别舔了，看的生理不适,消极,0.68,0.32,0,0,江苏,Gender.MALE
但凡你带点脑子讲话都不至于十五年都拿不下,中性,0.51,0.49,0,0,湖南,Gender.MALE
如果你觉得他说的对你大∠有帮助，那就是对的,中性,0.42,0.58,0,0,山东,Gender.UNKNOWN
额,积极,0.34,0.66,0,0,广东,Gender.MALE
"
时间会留下对你最好的人",积极,0.21,0.79,0,0,江苏,Gender.MALE
楼楼多大？,中性,0.46,0.54,0,0,河南,Gender.MALE
我不删你,中性,0.43,0.57,0,0,北京,Gender.FEMALE
15年 比我还能忍,消极,0.9,0.1,0,0,浙江,Gender.MALE
好哥们，是真的吗别骗自己,中性,0.39,0.61,0,0,广东,Gender.MALE
坚持时间好长呀，我高中喜欢过一个女的，表白了QQ上（感觉术太小了）。开始发了好人卡，但感觉感情微妙，后来一起玩一起聊天的话也正常，但我说完就没弄过啥，对方应该也是。毕业后就聊过几次就没聊过了，后来也聊过一次两次的，发现没啥感觉。也邀过我打游戏（这我一般不会同意的，我不喜欢不见面打游戏），现在已经7 年了，感觉挺正常的。反正如果说进一步反而会怪怪的，都认为熟了再好在一起，但我的想法是相反的，我对熟的没啥感觉,积极,0.34,0.66,0,0,河南,Gender.UNKNOWN
品鉴完毕，纯小丑🤡,积极,0.23,0.77,0,0,云南,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,湖北,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,湖北,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,湖北,Gender.UNKNOWN
厌蠢症犯了,消极,1.0,0.0,0,0,湖南,Gender.MALE
"爱让人失去很多让人成长，其实看到现在这个时代不论深情还是痴情还是一味的自我感动去追一个爱而不得的好女孩坏女孩都被人封上一个小丑的名号,很不痛快，吧里最近几年低龄化也是一方面原因，那些无情嘲笑看乐子的其实每个人都渴望一份真挚的海枯石烂的爱情，很难得，爱吗，谈了几千了没人能谈懂。当你真的爱上一个好女孩，你会包容她不越过底线的一切，不会在乎别人的嘲笑，楼主分享出来说是给吧友找乐子，更多是想给自己找些慰藉，放下了吗？真放下了吗？只有自己知道了",消极,0.67,0.33,0,0,山东,Gender.UNKNOWN
不喜欢你罢了，喜欢的三天就给了,积极,0.22,0.78,0,0,浙江,Gender.UNKNOWN
顺其自然，缘起性空,积极,0.14,0.86,0,0,澳大利亚,Gender.FEMALE
3,积极,0.25,0.75,0,0,云南,Gender.MALE
3,积极,0.25,0.75,0,0,云南,Gender.MALE
3,积极,0.25,0.75,0,0,云南,Gender.MALE
3,积极,0.25,0.75,0,0,云南,Gender.MALE
3,积极,0.25,0.75,0,0,广东,Gender.FEMALE
3,积极,0.25,0.75,0,0,广东,Gender.FEMALE
3,积极,0.25,0.75,0,0,广东,Gender.FEMALE
3,积极,0.25,0.75,0,0,广东,Gender.FEMALE
33,积极,0.29,0.71,0,0,江西,Gender.MALE
太尬了，不敢看,中性,0.54,0.46,0,0,江苏,Gender.MALE
傻子,中性,0.44,0.56,0,0,陕西,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,广东,Gender.MALE
若只，，,积极,0.18,0.82,0,0,山东,Gender.MALE
首先，作为一个男人，要有自己独立的思想和人格，才能勾起女人的兴趣。相反，越是低贱、自卑、低三下四，女人越没兴趣，最多只当个舔狗哄自己开心而已。所以我一直反对男人当舔狗，舔到最后一无所有，纯纯是个笑话,消极,0.69,0.31,0,0,天津,Gender.MALE
蝙蝠侠都不敢和你对线,积极,0.21,0.79,0,0,上海,Gender.MALE
3,积极,0.25,0.75,0,0,山东,Gender.MALE
3,积极,0.25,0.75,0,0,陕西,Gender.MALE
3,积极,0.25,0.75,0,0,陕西,Gender.MALE
3,积极,0.25,0.75,0,0,陕西,Gender.MALE
3,积极,0.25,0.75,0,0,陕西,Gender.MALE
3,积极,0.25,0.75,0,0,陕西,Gender.MALE
真不如对着照片打打,中性,0.54,0.46,0,0,甘肃,Gender.MALE
丑完了,积极,0.3,0.7,0,0,辽宁,Gender.UNKNOWN
神必,积极,0.31,0.69,0,0,上海,Gender.MALE
楼主，帖子不要删，我留着当反面教材,中性,0.58,0.42,1,0,湖北,Gender.UNKNOWN
我感觉你谈恋爱的水平还停在小学,积极,0.33,0.67,0,0,北京,Gender.MALE
成了呢🤡,积极,0.25,0.75,0,0,吉林,Gender.MALE
3,积极,0.25,0.75,0,0,江苏,Gender.FEMALE
3,积极,0.25,0.75,0,0,江苏,Gender.FEMALE
3,积极,0.25,0.75,0,0,江苏,Gender.MALE
3,积极,0.25,0.75,0,0,河南,Gender.MALE
删个好友这么墨迹，死了算了,消极,0.98,0.02,0,0,黑龙江,Gender.MALE
3,积极,0.25,0.75,0,0,福建,Gender.MALE
好丑陋，不会还想让吧友们夸你吧,中性,0.38,0.62,0,0,广东,Gender.MALE
**，直接已阅不会不得了,积极,0.34,0.66,0,0,北京,Gender.UNKNOWN
要删就快点删，bb那么多让别人删你，都要分手了还给自己立一个受害者的人设是吧，到时候出去和朋友们说“我已经对她很好了，可她太狠心了，还是把我删了”是吧🤣👉🤡,消极,0.82,0.18,0,0,浙江,Gender.MALE
我不会和朋友说的，这是值得炫耀的吗,中性,0.4,0.6,0,0,湖北,Gender.MALE
已经结束了，应该不会有后续了吧，有也是说之前的事了,消极,0.76,0.24,0,0,湖北,Gender.MALE
之前和朋友说过，我要是发孙吧那绝对是王,中性,0.51,0.49,0,0,湖北,Gender.MALE
她暑假高铁从我这转，，都不想来旅旅游啥了，只说有机会会来的,消极,0.86,0.14,0,0,湖北,Gender.MALE
今天楼主硬气了一次，放下了喜欢了15年的女生,积极,0.34,0.66,666,1,湖北,Gender.MALE
第一次发帖，首先该行什么礼来的,中性,0.41,0.59,125,0,湖北,Gender.MALE
我教你，首先，用你的小手手握住小吉吉。来，跟我一起做，一二三四五六七八，二二三四五六七八。,积极,0.27,0.73,0,0,,Gender.UNKNOWN
我教你，首先，用你的小手手握住小吉吉  。来，跟我一起做，一二三四五六七八  ，二二三四五六七八  。,积极,0.28,0.72,0,0,,Gender.UNKNOWN
粗来了,积极,0.19,0.81,0,0,,Gender.UNKNOWN
我教你，首先，用你的小手手握住小吉吉  。来，跟我一起做，一二三四五六七八  ，二二三四五六七八  。,积极,0.28,0.72,0,0,,Gender.UNKNOWN
借楼，唧唧歪歪的，一直让人家单删你，你给他删了不就行了？一直在这装什么深情呢？真的喜欢她不会线下表白？,消极,0.78,0.22,0,0,,Gender.UNKNOWN
借楼，唧唧歪歪的，一直让人家单删你，你给他删了不就行了？一直在这装什么深情呢？真的喜欢她不会线下表白？,消极,0.78,0.22,0,0,,Gender.UNKNOWN
确实,积极,0.28,0.72,0,0,,Gender.UNKNOWN
快码加编,积极,0.21,0.79,0,0,,Gender.UNKNOWN
打个交先,中性,0.6,0.4,13,0,河北,Gender.MALE
3,积极,0.25,0.75,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,,Gender.UNKNOWN
女生喜欢你的几个暗示：1 .怎么约都约不出来：因为她担心自己实际的样子不够完美，怕被你讨厌而失去你 2 .已读不回：因为害羞而内心有过多小剧场，到处去问闺蜜们，你这样说到底有没有喜欢她的意思 3 .私下跟朋友说你很恶心：想让她的朋友跟潜在情敌疏远你，进而占有你,消极,0.83,0.17,0,0,,Gender.UNKNOWN
4 .被删好友：暗示彼此不只是朋友 5.拉黑你：怕控制不了自己的情感而陷入太深，只好忍痛把你拉黑 6 .遭受拒绝：女生第一句不是真心话，她只是想多听听你的告白,消极,0.96,0.04,0,0,,Gender.UNKNOWN
我们喜欢看🤡是来找乐子的，你这个乐子我们看不出来在哪里。,积极,0.31,0.69,0,0,,Gender.UNKNOWN
集贸朋友，哪个朋友连微信都没了，还朋友呢,消极,0.76,0.24,0,0,,Gender.UNKNOWN
大家有什么想问的随便问吧,消极,0.7,0.3,56,0,湖北,Gender.MALE
小丑，她的点就是不喜欢你，遇上喜欢的人不会怕麻烦，这都是借口罢了，别骗自己,消极,0.7,0.3,0,0,,Gender.UNKNOWN
命里有时终须有，命里无时莫强求,消极,0.77,0.23,0,0,,Gender.UNKNOWN
什么“出了大学就没有爱情”，说得好像你把她当备胎似的,中性,0.59,0.41,0,0,,Gender.UNKNOWN
你是真的🤡，人家就是不喜欢你，不是爱情看得淡,积极,0.2,0.8,0,0,,Gender.UNKNOWN
她是楼主的第一个小学同桌,中性,0.49,0.51,45,0,湖北,Gender.MALE
